Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends
Conifers J.,06/08/21,,,,3,"Had the bibimbap take out once and it was fantastic. Of course, I ordered it AGAIN but on the second bibimbap, apparently someone else made the banchan or individual elements bc those were not nearly well seasoned as the first time. Looking for consistency here. And anything served on rice has got to be great, bc well, rice. If it can't stand on its own it's a bit glaring. 

I'll most likely go back bc the first bibimbap was so good, esp the mushroom bits, the carrots, the sprouts, each of the individual elements was great (incl the kale), and I'd like to try the version in the hot stone bowl with crispy rice. Hope they iron things out by then. We still love the delivery, but I am slightly worried about the person making the banchan. Somebody needs to QA/QC.",134,5
Yi T.,05/09/21,,,,4,"Take friends for the second visit only in one week. Maybe the best Korean food in Charlottesville. The Kimchi Jjigae taste good and spicy 
Soup is nice while the drink is too sweet 
Rice is also in good quality, I guess they are made by really good raw materials",20,
Marie U.,10/09/21,,,1,5,"The restaurant has a great ambiance. Very nice decor and clean. The food was delicious! We ordered the seafood pancake, vegetable dumplings and kimchi fried rice.",7,2
Elizabeth E.,11/09/21,1,,1,5,"Stopped in last night with my boyfriend and it was amazing. We started off with the Tteok Galbi (chicken meatballs), which were probably a 4/5. They were definitely good, but could have used some heat. A very simple flavor profile that could have been enhanced with some chili or black pepper. 

For dinner we both had the Doma Korean BBQ plate. I had the beef, and he had the spicy pork. Both of our meals were really fantastic albeit in very different directions. Mine was the sweet tangy flavor of Korean BBQ beef. It was a simple profile, but a delicious one nonetheless. The pork was a nice blending of spice, heat, and acid. In terms of a heat level, I'd say it was a low medium rather than ""hot,"" but it was still really good! 

My boyfriend tried the sides, but admitted to being a bit disappointed by the kimchi because he thought it was a little too acidic. 

Personally, I thought Everything in the entire restaurant looked amazing, and I fully anticipate we will be returning to try more of their menu soon. 

The restaurant also had a great vibe and an exposed kitchen creating a really amazing atmosphere. Overall, a great restaurant.",141,167
Jim P.,11/09/21,,,,4,Cool vibe...nice downtown location....and very fast service for a Friday night. The food was great and I thought it was quite authentic...also have a good beer selection.,48,1
Mary Lou H.,23/09/21,,,,2,"Doma Bokum Udon

This was super oily and bland and not pleasant to eat. The chicken in the dish was flavorful

I'm relatively new to the area and had heard great things about Doma  I ordered this as take out.  Temp when I got it home was fine. I'm trying to eat light and healthy, I had skipped lunch the day I ordered so was ok with having the noodles.

It was super disappointing .. a total  grease bomb.  The mix of veggies to protein to noodles was good.. and was happy for the veggies and they were well cooked.  The chicken I'd ordered had good flavor but overall it just tasted like noodles and veggies in oil.  

No thanks.  Not sure if the cook today doesn't know the proportions, but no way that much fat is needed in this dish.  I had ordered the sweet soy version and it wasn't sweet any the soy was undetectable in all the fat.  Ended up dishing it onto paper towels and poured out the grease in the bottom.. it was still too greasy to eat. 

Much less fat and more flavor please!",2,
Josh M.,23/09/21,,,,5,Was going through The town and decided to stop by this restaurant. Did not regret it. Food was delicious and staff were very friendly! No doubt a 5/5 restaurant,4,118
Chat C.,25/09/21,2,,1,4,"Ordered takeout knowing that it was going to be jam packed with people, and I couldn't really wait around for a seat.  

Also, their phone forever rings into a full voicemail. Called 4 times, no one picked up but it's all good. Online ordering works. 

Ordered their Kimchi Jeon (kimchi pancakes) appetizer and it was good! Dipping sauce helped balance the flavor. 

For the main meal, ordered Bibimbap. One was chicken and the other was beef. Beef will forever be the better choice as it can soak up the marinade and make the beef more flavorful. Chicken wasn't bland, but wasn't savory. 

Oh also, runny egg yolk was a little misleading with its look. On the surface, it was kind of runny, but the yolk cooked halfway in. Just need to fry the egg in hotter temp with more oil, please! Give us those crispy edges, I'm not a savage. 

Overall, it was a good Korean meal, as this was my first in the area and do not know if C'ville has other options. I am excited to try more of their stuff on the menu!",166,333
Kayla N.,16/10/21,1,,,5,"Delicious food and very kind service. I ordered the kimchi fried rice with pork, and the portion was very filling. Also ordered corn cheese for the table to share, and it had a wonderful balance of salty and sweet. The interior of the restaurant is also very cozy, and I will definitely be visiting again!",12,9
William D.,05/11/21,,,1,1,"Had a reservation. Sat down and ordered, waited over an hour, they forgot to put in our order. Had to leave without dinner to make our movie. Really bad experience.",2,2
Aubrey W.,04/12/21,,,2,5,"If you're looking for incredible Korean food in Charlottesville, look no further than DOMA. I got the bibimpap and I could honestly find no flaws. The beef was tender, and the veggies were delicious and super fresh. All the flavors complemented each other so well, and the fried egg on top just sealed the deal. The dish itself was so beautiful that I almost didn't want to dig in. The bowl was huge, and came with a small miso soup . We also got some mango soju, which was super yummy: it really tasted like fresh mango! Lighting fast service (our food was in front of us within 10 minutes of ordering), great atmosphere, and very reasonable prices. If you haven't been to DOMA yet, go ASAP!!",168,27
Linh L.,06/12/21,,,2,2,"I had to knock 2 stars off for the service I received when I revisited Doma. I called to make a reservation a day in advance and got confirmation that my table would be ready at 6PM. However when I walked in, the waitress told me they had lost my reservation and that we could sit at a different reserved table, but needed to leave around 7. We ordered our food and it came pretty quickly. My dolsot bibambap egg had a huge piece of eggshell in it. We finished eating around 6:45 and tried to get our check but no one came to check on us in the latter half of us eating. Finally at 6:55, a different waitress came back saying ""sorry this is a reserved table you guys need to leave"" and before giving us our checks. We were trying to put our cards and cash in the checkbooks but she kept telling us to leave before even getting our money. Then when she came back to return our cards, she barely gave us any time to write our tips down before shooing us out. The rushing, along with the eggshell in my bibambap really soured my experience with Doma.",56,5
Justin N.,07/01/22,,,3,4,"I had been meaning to try this place out for a while. I finally came here with a friend for dinner. The inside of the restaurant is cute. It is warmly lit and has an open kitchen where the cooks can be seen preparing dishes. The cooking is good but coming from Northern Virginia I've definitely had better Korean food.
 
I tried the Doma Korean BBQ Plate with Pork Belly. The dish comes with banchan sides. My order wasn't served with any sauce for the pork belly. I requested sauce and was glad that they had a mildly spicy ssamjang dipping sauce which was great for the pork belly. I highly recommend requesting it with the Korean BBQ plate order. The dish tasted good; however, it definitely isn't the best Korean barbecue pork belly that I've had. The pork belly wasn't as fatty and wasn't grilled as well as I would have liked.
 
The Dolsot Bibimbap was good. It was a nice portion of food for a good price. The rice was crispy. It was a good bowl of bibimbap that I'd probably get again if return to Doma and I'm craving the dish.
 
Overall, Doma is a cute Korean restaurant in Charlottesville. The food is good, but I wouldn't say amazing. It's definitely not the best Korean food place that I've been to but it's an enjoyable experience. It's good spot for a casual sit-down dinner.",372,109
Ron Y.,07/01/22,,1,7,2,"Summary: the server strong-armed me into tipping her on a takeout order.

This may have been the third but certainly the final time I'll eat here. The food and service is mediocre, at best. I've called in orders before and spoke in Korean to try and be polite in an effort to show support for the Asian American business but the woman taking my orders always sounded reluctant to acknowledge this and would answer in English. Fine, maybe they prefer English. But don't sound irritated that I'm choosing to give you business. Even when dining-in, when the restaurant is nearly empty, there's no sense of urgency to acknowledge customers want to be seated. Last night was the final straw when I came in to pick up my order and signed my receipt and the woman leaned in and said to me in Korean, ""Nowadays people even tip for takeout orders."" I added 16% tip and revised my total where she then took the signed receipt and walked away without so much as a thank you. You can call me the jerk but gratuity should be added for good service. I'm not expecting to have the red carpet rolled out and being bowed to upon my arrival but to only acknowledge that we're the same people to demand more money from me is deeply offensive. Also, update your website's menu so people know you're not serving Korean-style chicken wings instead of just the homepage saying you're open for dine-in. How hard is that?

I hear there's another Korean restaurant nearby called Maru. I'm looking forward to ordering from them instead.",49,
Jessi S.,09/02/22,1,,2,4,"Food was wonderful! Lost a star for service because we felt rushed and 1 persons entree came out with appetizers while us other two received ours after she was done eating. Would definitely recommend making reservations since it was busy even on a Tuesday. The chicken wings were tender and juicy and the kimchi pancake was tasty with the sauce. I enjoyed my pork belly bbq platter, but the bossam was the real winner with thicker cuts of pork belly. Also had a bite of the dak galbi which was flavorful, good chicken, but very spicy!",437,386
Sarah G.,29/03/22,,,1,4,"I came here when visiting a pal recently and I have to say, the service was absolutely stellar. Everyone working here is amazing, kind and so great at their job!

We had the bibimbap and seafood pancakes, both which were good. I do wish we'd had the regular pancakes, as the fish was a little tough, but I still enjoyed every bite!

The interior is cozy, warm and has good seating. You could easily stay here for awhile!",1300,269
Yun C.,03/04/22,,,1,5,Kept hearing good recommendations of this place so decided to come and it definitely lived up to the hype! This place has extremely good food and is pretty authentic too. The service was prompt as well. I especially like their bibimbap and dak-galbi,13,
Yong Y.,17/05/22,1,,,5,Very clean and nice. Fusion style but food tastes very traditional. I would like to return.,50,19
Tessa B.,21/05/22,1,,,5,"The food and service was great! The employees were incredibly friendly and made sure we had a good experience with them. We ordered the beef BBQ plate and the DAK GALBI (VO,jjj). Both were so delicious. Next time I'm going to order some more vegetables to go alongside my meal!",9,158
Farah C.,27/06/22,1,,,5,"Doma is my favorite Korean restaurant in town! Their vegan/veg options are clearly labelled and it's easy to modify most dishes to make them veg if they aren't already. My partner and I dined in one time but have since gotten take out on a bimonthly basis. The restaurant is usually pretty packed in the evenings on weekends and is a cute date spot.

The takeout is always phenomenal. We always get the tteokbokki (because it is consistently delicious) and another entree and one appetizer/small dish. They make the rice cakes fresh so you definitely need to finish them in one sitting since they don't save well. Even the kimchi pancakes stay crispy and fresh in the takeout container. The veg udon is another favorite of ours, but we also occasionally get the bibimbap or japchae. Now I'm just waiting for a veg soondubu option. 

The mandu were okay but I personally don't like fried dumplings, but my partner really enjoyed them. The prices are fair for the portions and each dish has just the right amount of spice. I'm always full by the end of the meal but never feel gross or heavy. The tofu is not fried, rather steamed or braised in most dishes, which I prefer! 

Doma will be our go-to as long as I'm in Cville.",23,369
Ivan C.,28/06/22,,,2,4,"After moving to the area, we wanted some Korean food and we were ecstatic to see one nearby and offered to-go orders. So here is my review!
Food: B+
We had the pork belly, bibimbap and seafood pancakes, which were solid. The amount of seafood they put in the pajun (pancakes) was more than we imagined and more than offered when we had it in CA. The pork was cooked well and chewy and tender at the same time. The only thing about the pork dish was its saltiness. It was a tad bit too salty for our tastes, but otherwise everything came out well and by the time we got home, was still warm.

Staff: A
Staff was cordial and really nice. Definitely made us feel at home despite only being there for a to-go order.

Parking: A- 
Really had no issues with parking nearby and was able to get in and out in no time.

Vibe: B+
The inside was cozy, and had solid seating arrangements. Wish we could have ate there, but that will be for next time.

Overall: B+
We will definitely order here again and hope to sit-down for our next Korean meal!",489,50
Bridget R.,08/07/22,,,,5,SO GOOD AND FOR A GREAT PRICE!!!!!!!!! my number one comfort food. the vibe is super young and happening! love the rice cakes!,1,
E P.,09/07/22,2,,1,5,"The first time that I introduced the family to traditional Korean food and man what an impression this made. Everything we ordered was delicious, 5 different dishes with appetizers. 

This spot was not only amazing, but service was top-notch, Fast and on-point! Reservations were pretty easy to make. Waitress and waiters were friendly and helpful. The whole family (6 of us) loved it!

This place has been bookmarked as a go-to for whenever we're in Charlottesville.",27,4
Kendall C.,12/08/22,,,,5,Food was very good and big portions. Staff was attentive and nice. Able to get a seat easily.,402,18
Tiffany J.,23/08/22,,,1,5,"The food is very delicious and piping hot! Everytime I come to get lunch or dinner when I don't feel cooking, it always hits the spot!",2,
Kim W.,25/08/22,,,1,5,I would recommend Doma if you like flavor forward dishes.  Portions were generous.  We enjoyed the dumplings as well as our lunch dishes (Korean bbq and a rice dish that I cannot recall).,41,87
Nancy H.,11/09/22,,,,5,I've gone to Doma a couple of times before and I've enjoyed my meal each time! It's great for Korean food in Charlottesville and the vibe is a great place to catch up with a friend or a date night. I got the tteokbokki with ramyun this time and thought it was delicious. I did wish I had more fish cakes because I only had one piece and was looking forward to more. The rice cakes were a great texture and the ramyun was also bouncy and not soggy. I've tried their dolsot bibimbap and soondubu jjigae before and thought they were tasty as well. The staff is also incredibly polite and attentive. Doma has become one of my go to dinner spots in Charlottesville as a UVA student.,201,33
Emily L.,11/09/22,,,3,4,"Mandu Dumplings: 
Can't go wrong with dumplings. The dumplings were crispy and packed with flavor on the inside. I enjoyed the dipping sauce (reminded me of the sauce they use for the pancakes), but could definitely go for more spice. 

Dolsot Bibimbap: 
I was craving bibimbap and needed to satisfy my desire for a steaming, wholesome bowl of meat, veggies, and rice. My favorite part of the dish is getting to eat the crispy rice at the bottom. The portion was generous and came with a side of banchan (pickled radish, broccoli, kimchi, soup). 

Dak Galbi: 
It was my first time trying this dish and I was pleasantly surprised. I absolutely loved the sweet potato - it was a pop of flavor and texture that contrasted with the spice. The sauce itself was pretty spicy I guess (I didn't really mind it) so I would take note of that if you decide to order this (it has three js on the menu?). I wish there was more meat because there was a larger ratio of the onions and scallions. 

Went to Doma on a whim and luckily got a table for two. Doma is always busy, so I'm surprised we got a table so fast. The service was kinda slow to take our order and provide us with water, but other than I have no complaints. The interior of the restaurant was warm and bright, and I liked how the kitchen was open so you could see the cooks preparing the dishes. Coming from Northern Virginia, I've definitely had better Korean food, but I think Doma is the best here in Charlottesville. Overall, I had a great experience here and would return soon!",41,34
Brian W.,01/10/22,1,,,5,"Great place, definitely a win.  Parking is a bit hard, but definitely worth it.  Open kitchen concept, awesome atmosphere.",13,
Carlee N.,05/10/22,,,1,5,Excellent and authentic Korean cuisine. Quick and friendly service and the food was amazing.,5,
Allen T.,22/10/22,,,,4,"Ordered the DanDan noodles to go from them. Portions were a little small, but the noodles were great. Hopefully will get a chance to try the restaurant in person soon.",393,312
Rosalyn P.,28/10/22,,,,2,"Overall atmosphere was great, the interior is really nice. However, if you're Korean, I would highly recommend not getting the Jjangbong Udon. It does have a lot of seafood; however the flavor is very bland, almost sweet, and not authentic to the traditional jjangbong. I was very disappointed and will not get this next time.",5,3
Alyssa W.,30/10/22,,,,3,Lunch special is good. Salad is fine. Meat was not as well cooked as you expect from a Korean bbq place,106,
Annaliese M.,17/11/22,,,,2,"I ordered a takeout order so that could have contributed to my overall experience with Doma's food. I ordered a few of their meats such as the beef bulgogi and the pork belly and it was okay. I thought it tasted rather bland and I didn't enjoy the sides that were provided. For the price, I expected a little more. I hope to go back here and eat in the restaurant, but as for a take out option, I would not recommend.",71,5
Taylor R.,21/11/22,,1,,5,"All I can say is oh my gosh soooooo good. We tried DOMA for the first time tonight and I can definitely say that we will be going back! The staff is really nice, atmosphere is welcoming, and food choices all looked great. I got the udon noodles and my husband got the bibimbap. Both were amazing. The flavors were absolutely perfect and balanced. For dessert we got the matcha green tea roll and that was good. Highly recommend coming here if you haven't yet!",131,31
Scott O.,17/12/22,1,,,5,Great food (I wanted almost everything on the menu)!! Cozy setting and awesome service too. 10/10 would recommend,47,7
Kimberly L.,30/12/22,,,1,4,"Pretty good Korean food. Whenever I'm feeling homesick and I'm aching for Asian flavors, I go to DOMA. I highly recommend their tteokboki but don't really get the additional add-ons or else they skimp out on your rice cakes. Their tofu stew is pretty good but the bulgogi is mediocre. 

The waiters are fast and I often see them running around in the restaurant fulfilling orders and cleaning dishes. A bit of a understaffing issue. Food comes out at a average pace. The kitchen is open so you see everything going on.",63,27
Morgan D.,30/12/22,,,,5,"Stopped here while on a road trip, and this was the best Korean I've had, and I spent 12 years in DC! We had the seafood pancake, kimchi chigae, and bibimbap and they were all excellent. I highly recommend trying this restaurant!!",19,
Ben H.,31/12/22,,,,5,Everything tasted amazing. Seafood pancakes and a main for 2 people was more than enough food.,47,
Colter K.,16/01/23,,,,4,"4.5 really! Great experience, seated quickly (even though we had no reservation on a busy Friday night) friendly staff, fresh food, great barbeque, fun atmosphere, will defiantly be back!",2,10
Catherine X.,27/01/23,,,,4,"Everyone who knows me knows that I love a good salad and Doma has one of my favorites! I always get the pork belly salad here because it has a perfect balance: the crispy pork belly pairs so well with the light vegetables in the salad, with the to-die-for dressing pulling everything together",38,26
Emily H.,28/01/23,,,,5,"A great Korean restaurant to eat at! It's located right across from the Amtrak, and has a good selection of dishes. The food is delicious and service is great too. For the dolsot bibimbap, you can add in the spicy sauce to your liking. The spicy is not too spicy to the point it's unbearable but still has a good flavor to it.",74,5
Sarah M.,20/02/23,,,,4,The udon noodles (w chicken) are soooo good and I love their fried dumplings. Wish they were open for lunch!!,29,571
Andrew N.,24/02/23,,,1,4,"DOMA is a great Korean restaurant just in between the Corner and the Downtown Mall. They have an extensive menu full of Korean cuisine staples. My friend and I went during a Friday night and had no issues getting a seat in a packed restaurant. I ordered the Dolsot Bibimbap with beef ($16.50), and my friend ordered the Kimchi Fried Rice ($13.50).

The Dolsot Bibimbap was delicious coming from a smoky, hot bowl that continued to sear the rice, veggies, and meat inside of it. It came with a spicy gochujang sauce that was a MUST HAVE for this dish. The rice bowl was tasty but honestly needed more of that sauce as it meshes the entire dish together. The taste was lacking in savoriness and continued to taste the same despite each unique bite you would take from all of the ingredients in the bowl. The experience, however, is amazing as you eat from a bowl that keeps your food hot FOREVER (the WOW factor)!

Overall, DOMA is THE place to go to for Korean food in Charlottesville. I'm still eyeing some other Korean restaurants around town, but I've been here multiple times, and it always hits the spot for anyone trying to find good Asian food. A must try in Charlottesville!",61,1
Janelle T.,26/02/23,,,,4,"We were in Charlottesville for a concert and love Korean food... so decided to try DOMA. 

Atmosphere was super inviting and clean. We were seating right away when arriving at 5:15 on a Friday. Service was ok... took a bit to get our order in but once it was in food came out super quickly. One draw back... every time someone walked behind my chair the floor shook and that meant the table did too. 

Now onto food. Decided to try some things we've never seen at other Korean restaurants.  Starters were TTEOK GALBI - just ok, the chicken meatball had very little flavor unfortunately. MANDU my teen said we're the only thing she would get again. We got   TEOKKOCHI with soy garlic and they really needed more sauce. KIMMARI were ok but could have been better if rice noodles weren't mushy, dipping sauce was great.  We then shared the beef DOMA KOREAN BBQ PLATE and it was ok. Meat pieces were very small but good flavor. My teen said it felt a bit dry. 

I would maybe give it a second attempt but try other things, maybe something with some spice.",158,45
K P.,28/02/23,,,1,5,"Good food and great service!  Will go back when in the area.  
Ordered:
- TTEOK GALBI dry - not so good 
-OJINGEO BOKUM hh - good and tasty 
- DOLSOT BIBIMBAP - excellent 
- DOMA BBQ LA GALBI - good
- try the Korean beer!",19,
Melissa B.,12/03/23,,,,5,They have a modern look and good service. Your food comes out quickly. We got the Mandu which are delicious. I got the  Doma Korean BBQ plate (spicy pork) and it was so good. The spice level is perfect if you are into spicy. I will definitely be back to try more items,308,118
D A.,13/03/23,,,,5,"We ordered many dishes to take out on our way out of town. First time at Korean restaurant, inspired by youtubers Jolly and Korean Englishmen whom we follow religiously. Loved all the food! We listened to Josh and Ollie describe the flavor profile of  the dishes we were eating and it was so much fun and deliciously. Thank you, Doma.",6,
Cynthia O.,25/03/23,,,,5,"First time here. I have been wanting to try the spot for sometime. I am so pleased with my experience in the food, the environment was just as wonderful.  The service was outstanding as well, I have zero negative things to say.",28,144
Monica J.,16/05/23,,,,5,Delicious!!!! Had a wonderful birthday lunch today at Doma. They easily accommodated all 8 of us. Every single one of us absolutely loved our meals. I had the bibimbap with tofu was scrumptious! Great service.,60,58
Nan Z.,03/07/23,,,,5,"clean restaurant, open kitchen, nice servers, and 
good food! Cozy seating near other customers. First time here and it was so worth it. My kimchi fried rice with no added protein was very tasty. I thoroughly enjoyed every bite. 
Street parking.",104,1
John Penn T.,15/07/23,,,,4,Ate here for the first time. It was wonderful! Service was exceptionally pleasant. Will definitely return. This is a keeper.,47,1
Elenna M.,04/09/23,,,1,4,"Visited Charlottesville for the weekend and this was my favorite place! The staff was super nice and the decorations were very aesthetic. The decorations were very homey and cozy. The food was the star, each dish had a lot of flavor and the portion sizes didn't skimp. The restaurant was busy so you could tell it's popular! 

Tip: if you get rice in a stone pot, I would suggest to mix the bowl once in a while. Since the stone pot is so hot, it stays hot for a while and will continue cooking the food and rice so the rice may get over cooked and hard.",23,4
Kiley W.,22/09/23,,,,4,"It's expensive for the portion sizes, but tasty. I like the sweet potato tempura and the udon. It's very flavorful compared to a lot of other stir fried udons I've had without being just the flavor of red pepper. I do feel like it's gotten less spicy since they first opened.",56,4
Jeff N.,26/09/23,,,,5,"I didn't expect a lot due to the location but I was way wrong!

Kimchi pancakes were amazing.

Clean, friendly and fair priced.

Will come here every time I visit this city.",2,1
Macie T.,16/10/23,,,,5,"My group of 4 arrived 15 minutes before they opened and they were sweet enough to let us wait for service inside the building to avoid the rain! The ambiance was as good as their service too. 

The food was very good, we ate the bibimbap with the sauce from the tteokbokki and it was delicious. The corn cheese was a yummy appetizer. My friends who ate with me also enjoyed their food. I would definitely come back here again to try the rest of their menu!!",8,
Zia Z.,29/10/23,,,,5,"Great food, quality and service! Our go to for local Korean. They always get it SPICY like I like it. Love the udon, bulgogi and bimbimbap. It's nice to dine in too, cute quaint spot. Park in the back or street parking.",40,
Meghan S.,02/11/23,,,,5,"my go-to spot in charlottesville. nice atmosphere and most importantly, DELICIOUS food.",33,325
Derek L.,04/11/23,1,,,4,"Expected a bit more from how hyped up I heard this place was. Ordered the pork belly and beef barbecue plate. Maybe it's a method of cooking I'm not too familiar with, but both dishes were leaning on the dry side and was especially more noticeable with the pork belly. Other than that, both dishes were good. The ssam is a must dip with the meat. It's got a kick to it but compliments the meats very well.",30,
Lulu P.,02/12/23,,,,4,Doma has great food and it's not expensive. We love the wings! I also love the atmosphere especially when they dim the lights. Too many restaurants in town love to turn the lights up bright like a cafeteria which totally spoils the experience.,42,1
Rex H.,11/12/23,,,,5,After being in S Korea for 1 year work assignment I could not tell I was in Charlottesville Va. stop by and enjoy the food,25,
Mathew F.,25/12/23,,,,3,Food is solid.  Service was poor the second time we went.  Hot soup was poured on my wife and she received a sorry with a napkin.,5,
S Cassandra F.,03/03/24,,,,5,"Such good food. Whether it's Bimibap or the Korean bbq (go team beef!) I've never eaten anything bad here. The kimchi is bloody gorgeous. I may have, over time, eaten most of the appetizers and they're all solid. The Kimchi pancakes are deceptively good. The sauce for the dumplings is also crazy amazing. I have only ever done take out or delivery, but these folks always have my order ready promptly ... just imagine getting of Amtrak and then having the best meal you can imagine. That is Doma !!",38,
Emma E.,17/03/24,,,,3,"The food here is pretty solid, the service was kinda slow and could use a little work. Ambiance is cute inside and overall it's a decent spot for Korean food in cville.

We had the fruit slushees and they were all decent. For entrees I had the kimchi jjigae soup and it was solid. Not the best I've had but spicy and still pretty good. Portion sizes and prices are all decent here.

I'd come back again.",249,18
Genevieve B.,01/04/24,,,,5,"Delicious! 

Have been twice now, loved it both times! Food is SO GOOD and the waitstaff are adorably helpful.",9,
M L.,14/04/24,,,,5,"Always have a great experience here. Service is prompt, food is delicious and is the most authentic I've found for Charlottesville.",93,28
Camryn K.,10/05/24,,,,5,"This is a great place to get Korean food in the Charlottesville area! I have both eaten in the restaurant and ordered takeout from here, and the food has been consistently good. The service was good, and I thought the restaurant was super nice and pretty spacious.

I usually order the barbecue plate with spicy pork, and I love the sides that come with it (like the kimchi and pickled radish), but I wish they gave more of them. The spicy pork has very good flavor, and it goes well with the ssam dip. I thought it was well cooked as well. 

This is one of the places I have consistently returned to in Charlottesville, and I would recommend it if you are looking for solid Korean food!",122,3
Samina M.,18/05/24,,,,5,"Doma is a UVA/Charlottesville stable! Having eaten here for almost 3 years now, I have never had a bad experience here.

My personal favorites have always been the Kimchi Fried Rice with Chicken and Cheese, Tteokbokki, and the various flavors of wings. Not to mention the various Soju flavors they have paired excellent with the dishes!

On this visit, I've tried the Korean BBQ Plate with beef and banchan including kimchi, onions, and soup. Delicious, flavorful, and cooked to perfection. The meat was tender and not too salty. Highly recommend!

The restaurant is clean and has such a friendly, helpful staff. Always so welcoming and ensure you get exactly what you came for!

Be sure to check out Doma next time you are in Cville!",166,29
N D.,26/05/24,,,,5,"First time here and the ambiance was welcoming. The service was outstanding, friendly and prompt. And the best part is the food was great. The wings were cooked to perfection, and the sweet potato appetizer was delicious. Will definitely be back.",16,
Jim L.,08/06/24,,,,3,This place has alright food for a decent price. I guess if you want Korean food around the area your options are limited. I didn't like the fact that they were being cheap with banchan and they were also not good either. Kimchi was alright and the pancakes were doughy. I would just drive to DC for some Korean food at this point ‍,250,250
B M.,16/06/24,,,,3,"Mediocre at best. Food was just ok, not super flavorful. More of an assembly line feel, it was cooked but not hot when it got to us. Staff was friendly but not super attentive. Location is good, right along the strip. Probably wouldn't come back since there are other options in town.",223,1
Christina C.,07/07/24,,,,5,Delicious food and great value with appropriate portion sizes. One of the tastiest places we ate in the area and complete surprise,40,33
Grace K.,26/08/24,,,,4,"Food - 4, Service and Ambiance - n/a as we did take out.

I got the Doma Bokum Udon with seafood.  It was fine.  I thought some of the seafood was tough (the squid in particular) and the shrimp was a little mushy, and I felt it could have been flavored better (more garlic?).  The udon part was fine, and I like the vegetables in it, but felt the sauce was not flavorful enough for my liking.  I got the Doma sweet soy sauce flavoring, and while yes it was sweet, it wasn't overly sweet (a good thing), but it just lacked umph in the flavor profile.  Seemed one dimensional.  Could have used a little more salt, and a hint of a spice (just a sprinkle of gochugaru?) to give it more dimension.  It was good enough, so I give it a 4, but it wasn't anything to rave about.  I had a bite of the pork belly as well and thought it was a little tough and again felt like it could have been more flavorful (more garlic).",136,5
Renata L.,31/08/24,,,,5,"Even before moving to Charlottesville, I was looking for a Korean restaurant since I love the food! Heard that Doma was the best and I was finally able to try it!! I ordered a lot of different foods and I'm obsessed!! The Toppoki is amazing, loved the kimmari, bibimbap! Everything! I'm sure I'm going to back!",4,
Conor G.,21/10/24,,,,1,"""Very disappointing experience. The food was bland, and the service was incredibly slow. We waited far too long for cold food, and the staff didn't seem to care. Won't be coming back.""",8,
Jane E.,24/10/24,,,,2,"Ordered Bibimbap, received room temperature food in a cold bowl. Very disappointed. I was expecting a hot stone pot.  Apparently I was supposed to specify that I wanted it in a hot stone pot.",43,19
Lynn W.,09/12/24,,,,3,"This is not how Korean food is supposed to be. I am Korean. I had a Korean restaurant and was quite successful. Flavors were off, maybe it was all ""Americanized"". I get thats a thing for a lot of cultural foods to adapt to others tastes, but, no.. Maybe its just Charlottesville, but for taste, I'll continue to cook at home. I suppose if your being lazy its not bad. I think the real crime is there wasnt any other choice around for Korean food when I was visiting. But personally, ive had better shopping at HMart in Northern VA & Maryland. 

I rank my decisions to eat somewhere again as:

1 star - if someone else buys it I won't eat it, I would rather go hungry.
2 star - if I'm hungry, no other options are open and someone buys it - I would consider eating it
3 star - I'm ok with eating it as long as someone else pays
4 star - I will eat again and pay for it and be a semi-regular customer
5 star - I will travel for good food and pay good money and be back on a regular basis and maybe even pay for yours just so we can go",51,43
,,,,,,,,